date,open,close,high,low,volume,amount
2024-12-20,3.96,3.94,3.98,3.91,232342.0,91542748.0
2024-12-23,3.94,3.84,3.95,3.83,335701.0,128909184.0
2024-12-24,3.83,3.88,3.9,3.83,223489.0,86713732.0
2024-12-25,3.89,3.87,3.92,3.83,218021.0,84374127.0
2024-12-26,3.85,3.83,3.89,3.81,208051.0,79683533.0
2024-12-27,3.82,3.96,3.97,3.78,372104.0,147353184.0
2024-12-30,3.97,4.03,4.13,3.97,709576.0,285959128.0
2024-12-31,4.04,4.13,4.15,3.94,1022392.0,422247896.0
2025-01-02,4.09,3.91,4.18,3.86,861304.0,344252014.0
2025-01-03,3.89,4.3,4.3,3.8,2858943.0,1205497660.0
2025-01-06,4.57,4.73,4.73,4.49,2618373.0,1227684406.0
2025-01-07,4.8,4.41,4.97,4.3,4529734.0,2067176096.0
2025-01-08,4.42,4.73,4.84,4.42,4290190.0,1994267079.0
2025-01-09,4.47,4.4,4.56,4.26,3359553.0,1478983262.0
2025-01-10,4.32,3.96,4.36,3.96,2701357.0,1097717815.0
2025-01-13,3.8,3.65,3.84,3.63,1771464.0,657717014.0
2025-01-14,3.71,3.8,3.8,3.67,1645525.0,615113044.0
2025-01-15,3.76,3.87,3.94,3.66,1953964.0,739588254.0
2025-01-16,3.82,3.85,3.94,3.79,1531654.0,592373136.0
2025-01-17,3.81,3.77,3.83,3.72,1020318.0,385524276.0
2025-01-20,3.79,3.82,3.89,3.78,1004772.0,385950082.0
2025-01-21,3.87,3.76,3.87,3.74,734055.0,277103934.0
2025-01-22,3.73,3.73,3.76,3.68,679226.0,251975821.0
2025-01-23,3.76,3.68,3.83,3.68,844866.0,317295559.0
2025-01-24,3.69,3.71,3.73,3.64,647628.0,238523733.0
2025-01-27,3.71,3.71,3.77,3.7,640662.0,239241657.0
2025-02-05,3.77,3.78,3.81,3.75,887094.0,335633530.0
2025-02-06,3.78,3.78,3.79,3.68,918150.0,343531486.0
2025-02-07,3.76,3.83,3.88,3.75,1248774.0,476797739.0
2025-02-10,3.85,3.91,3.94,3.84,1243331.0,484728163.0
2025-02-11,3.91,3.85,3.91,3.8,777423.0,298285414.0
2025-02-12,3.82,3.84,3.86,3.8,659528.0,252626716.0
2025-02-13,3.84,3.81,3.86,3.8,640599.0,245311185.0
2025-02-14,3.81,3.83,3.87,3.8,764250.0,292648051.0
2025-02-17,3.83,3.87,3.91,3.81,926504.0,357912729.0
2025-02-18,3.85,3.75,3.86,3.73,890843.0,337379626.0
2025-02-19,3.75,3.73,3.76,3.7,585763.0,218109942.0
2025-02-20,3.73,3.74,3.78,3.71,490298.0,183441288.0
2025-02-21,3.75,3.7,3.76,3.68,549146.0,203413292.0
2025-02-24,3.7,3.69,3.73,3.68,494590.0,182914930.0
2025-02-25,3.67,3.63,3.68,3.63,505878.0,184795732.0
2025-02-26,3.65,3.68,3.68,3.63,454527.0,166320049.0
2025-02-27,3.67,3.67,3.69,3.63,455285.0,166802019.0
2025-02-28,3.66,3.6,3.68,3.59,471833.0,171258002.0
2025-03-03,3.61,3.59,3.65,3.57,358396.0,129580522.0
2025-03-04,3.58,3.58,3.59,3.55,346372.0,123513653.0
2025-03-05,3.57,3.55,3.58,3.51,372162.0,131547790.0
2025-03-06,3.55,3.58,3.59,3.53,384864.0,137397760.0
2025-03-07,3.57,3.55,3.59,3.54,306624.0,109206811.0
2025-03-10,3.56,3.62,3.63,3.56,443402.0,159891423.0
2025-03-11,3.6,3.6,3.6,3.56,267030.0,95646630.0
2025-03-12,3.59,3.59,3.63,3.58,287087.0,103375457.0
2025-03-13,3.6,3.57,3.6,3.54,329268.0,117297704.0
2025-03-14,3.57,3.66,3.67,3.57,677931.0,245916897.0
2025-03-17,3.69,3.77,3.8,3.68,1023495.0,384491032.0
2025-03-18,3.76,3.74,3.76,3.71,381878.0,142608882.0
2025-03-19,3.72,3.72,3.75,3.7,327090.0,121719472.0
2025-03-20,3.73,3.69,3.74,3.68,301012.0,111450272.0
2025-03-21,3.71,3.66,3.74,3.64,398314.0,147027198.0
2025-03-24,3.65,3.63,3.67,3.57,374047.0,135309086.0
2025-03-25,3.62,3.68,3.68,3.59,341562.0,124622962.0
2025-03-26,3.67,3.74,3.84,3.66,674675.0,253242517.0
2025-03-27,3.71,3.75,3.77,3.67,568080.0,211770007.0
2025-03-28,3.75,3.74,3.82,3.74,656591.0,247749613.0
2025-03-31,3.71,3.66,3.72,3.62,528196.0,194008844.0
2025-04-01,3.66,3.79,3.83,3.65,1032289.0,390484313.0
2025-04-02,3.78,3.72,3.78,3.71,572703.0,213994139.0
2025-04-03,3.69,3.72,3.78,3.68,541126.0,201898520.0
2025-04-07,3.56,3.35,3.57,3.35,775497.0,264875599.0
2025-04-08,3.31,3.33,3.39,3.26,746324.0,247412486.0
2025-04-09,3.27,3.33,3.35,3.06,760876.0,245598128.0
2025-04-10,3.39,3.35,3.42,3.35,555190.0,187787647.0
2025-04-11,3.34,3.35,3.39,3.32,335838.0,112767825.0
2025-04-14,3.37,3.39,3.44,3.37,419711.0,142841798.0
2025-04-15,3.39,3.41,3.42,3.34,338184.0,114484309.0
2025-04-16,3.41,3.37,3.41,3.32,291217.0,97890755.0
2025-04-17,3.36,3.38,3.41,3.35,266604.0,90308636.0
2025-04-18,3.38,3.4,3.43,3.38,284838.0,96887850.0
2025-04-21,3.4,3.74,3.74,3.39,1154766.0,421050060.0
2025-04-22,3.74,3.72,3.74,3.64,1104943.0,409114478.0
2025-04-23,3.72,3.69,3.75,3.68,584427.0,216697672.0
2025-04-24,3.67,3.71,3.75,3.67,600047.0,222677409.0
2025-04-25,3.73,3.68,3.76,3.67,499718.0,184913142.0
2025-04-28,3.75,3.68,3.86,3.67,821999.0,308296045.0
2025-04-29,3.72,3.65,3.72,3.62,517555.0,189239484.0
2025-04-30,3.66,3.6,3.67,3.59,438366.0,159054946.0
2025-05-06,3.61,3.68,3.69,3.6,495653.0,180502657.0
2025-05-07,3.72,3.65,3.72,3.61,407127.0,148991182.0
2025-05-08,3.64,3.64,3.67,3.62,313038.0,114086258.0
2025-05-09,3.64,3.61,3.65,3.6,270221.0,97787594.0
2025-05-12,3.61,3.63,3.65,3.59,349822.0,126708955.0
2025-05-13,3.64,3.7,3.78,3.6,948452.0,349947146.0
2025-05-14,3.73,3.74,3.77,3.67,698789.0,260390631.0
2025-05-15,3.74,3.71,3.77,3.7,543635.0,202683876.0
2025-05-16,3.76,3.86,3.89,3.71,1402736.0,534168294.0
2025-05-19,3.91,3.79,3.91,3.78,905175.0,345678867.0
2025-05-20,3.8,3.85,3.9,3.8,899502.0,345209359.0
2025-05-21,3.83,3.81,3.87,3.8,535035.0,204893537.0
2025-05-22,3.82,3.74,3.82,3.72,591913.0,222340234.0
2025-05-23,3.73,3.78,3.86,3.72,864261.0,329881972.0
2025-05-26,3.75,3.7,3.78,3.66,579460.0,214945413.0
2025-05-27,3.69,3.73,3.74,3.67,405708.0,150552527.0
2025-05-28,3.7,3.69,3.72,3.67,317599.0,117240259.0
2025-05-29,3.7,3.79,3.79,3.67,559698.0,210423224.0
2025-05-30,3.78,3.83,3.86,3.78,675091.0,258324247.0
2025-06-03,3.81,3.91,3.95,3.79,830836.0,322509425.0
2025-06-04,3.92,3.9,3.95,3.87,570027.0,222124571.0
2025-06-05,3.89,3.79,3.91,3.77,590719.0,225137066.0
2025-06-06,3.8,3.81,3.85,3.79,439148.0,167678743.0
2025-06-09,3.81,3.89,3.95,3.81,758976.0,296559308.0
2025-06-10,3.9,3.9,4.02,3.87,867178.0,341250104.0
2025-06-11,3.92,3.91,3.97,3.89,550580.0,216263830.0
2025-06-12,3.9,3.92,3.92,3.87,462265.0,180320374.0
2025-06-13,3.91,3.82,3.95,3.81,568885.0,219823611.0
2025-06-16,3.82,3.8,3.84,3.77,406976.0,154788164.0
2025-06-17,3.8,3.79,3.87,3.77,524220.0,199785560.0
2025-06-18,3.79,3.7,3.79,3.69,524423.0,194863142.0
2025-06-19,3.7,3.63,3.7,3.61,473597.0,172378608.0
2025-06-20,3.62,3.61,3.64,3.59,316848.0,114472835.0
2025-06-23,3.58,3.62,3.63,3.57,305437.0,110305094.0
2025-06-24,3.63,3.68,3.68,3.63,335355.0,122878358.0
2025-06-25,3.68,3.68,3.69,3.62,379426.0,138672371.0
2025-06-26,3.69,3.64,3.69,3.63,289914.0,105834440.0
2025-06-27,3.64,3.68,3.73,3.64,435751.0,160602484.0
2025-06-30,3.69,3.68,3.7,3.65,287343.0,105522165.0
2025-07-01,3.67,3.77,3.77,3.67,645897.0,240695460.0
2025-07-02,3.75,3.76,3.79,3.74,356460.0,133998035.0
2025-07-03,3.75,3.84,3.85,3.75,546030.0,207938033.0
2025-07-04,3.84,3.84,3.85,3.8,390386.0,149311625.0
2025-07-07,3.84,3.8,3.87,3.78,388396.0,148299955.0
2025-07-08,3.8,3.81,3.86,3.76,522857.0,199133235.0
2025-07-09,3.79,3.78,3.82,3.77,382240.0,145045768.0
