date,open,close,high,low,volume,amount
2024-12-20,3937.47,3927.74,3958.63,3923.26,154986496.0,345117868219.4749
2024-12-23,3928.15,3933.57,3965.85,3928.15,190067362.0,423862781769.8325
2024-12-24,3934.94,3983.69,3985.86,3934.73,161494589.0,364732417213.12256
2024-12-25,3987.96,3985.63,4007.76,3969.48,159390747.0,360156236157.4733
2024-12-26,3981.73,3987.48,3991.53,3965.55,143425286.0,324231418440.9963
2024-12-27,3987.02,3981.03,4007.13,3970.94,169268666.0,382034756607.8584
2024-12-30,3976.7,3999.05,4005.78,3976.7,164612485.0,373207582810.6075
2024-12-31,3995.87,3934.91,4004.35,3934.91,183928397.0,410312212320.3176
2025-01-02,3931.82,3820.4,3934.2,3796.34,217898724.0,471948247058.88525
2025-01-03,3825.24,3775.16,3835.94,3767.67,175342676.0,375278640741.0385
2025-01-06,3775.99,3768.97,3788.85,3743.07,150946670.0,322535164823.6956
2025-01-07,3760.87,3796.11,3797.6,3749.06,146455779.0,315192703700.9275
2025-01-08,3781.26,3789.22,3810.74,3731.19,169166968.0,363409469973.7584
2025-01-09,3780.73,3779.88,3795.26,3768.68,129794002.0,278140025308.5538
2025-01-10,3778.89,3732.48,3786.81,3732.48,137523171.0,291007526078.14246
2025-01-13,3704.44,3722.51,3737.89,3704.11,136446199.0,287957350504.9991
2025-01-14,3728.56,3820.54,3826.64,3718.88,170664657.0,369657223434.6543
2025-01-15,3810.04,3796.03,3816.83,3790.17,141475520.0,304468094183.3008
2025-01-16,3812.19,3800.38,3842.95,3776.29,144505871.0,311346056838.47723
2025-01-17,3788.37,3812.34,3831.64,3780.21,126621961.0,273672723971.51788
2025-01-20,3835.3,3829.68,3858.67,3821.98,139581277.0,303054340043.71466
2025-01-21,3850.36,3832.61,3850.91,3817.12,141218406.0,306843400763.8841
2025-01-22,3823.94,3797.02,3823.94,3783.14,137255062.0,295462323585.969
2025-01-23,3829.05,3803.74,3864.26,3801.85,180569551.0,389391256609.8411
2025-01-24,3793.85,3832.86,3847.6,3793.48,148971722.0,323711142230.8284
2025-01-27,3836.96,3817.08,3852.0,3817.08,146670772.0,317399102196.8217
2025-02-05,3844.7,3795.08,3844.7,3785.16,157168308.0,338155742474.1983
2025-02-06,3789.61,3842.83,3843.49,3788.32,167288176.0,364457819308.2332
2025-02-07,3844.06,3892.7,3919.35,3833.87,221857707.0,489616797620.4176
2025-02-10,3898.1,3901.06,3906.37,3878.83,188903040.0,417784603435.36975
2025-02-11,3905.16,3883.14,3905.16,3872.91,166574909.0,366710619809.56433
2025-02-12,3875.96,3919.86,3920.72,3867.35,164228540.0,364964012019.6715
2025-02-13,3913.9,3905.14,3939.2,3904.98,172485874.0,381874795985.7898
